Incident_ID,Date,Time,Location_ID,Device_ID,Incident_Type_ID,Outcome_ID,Victim_Age,Panic_Button_Used,Response_Time_Minutes,Weather,Witness_Count,Shift
INC03951,2023-04-20,20:40,L082,D001,IT002,RO001,53,No,5,Cloudy,3,Evening
INC03952,2024-02-28,17:16,L035,D002,IT007,RO002,25,No,20,Foggy,5,Evening
INC03953,2024-06-11,01:00,L077,D003,IT004,RO001,42,No,8,Rainy,2,Night
INC03954,2025-09-05,22:59,L094,D001,IT006,RO001,55,Yes,9,Cloudy,0,Night
INC03955,2025-08-01,15:48,L003,D002,IT004,RO001,33,Yes,15,Cloudy,2,Afternoon
INC03956,2025-04-03,13:47,L047,D003,IT008,RO002,46,No,17,Rainy,2,Afternoon
INC03957,2022-08-27,00:19,L008,D003,IT001,RO002,52,Yes,25,Rainy,5,Night
INC03958,2024-06-17,23:51,L045,D003,IT006,RO001,31,Yes,13,Rainy,3,Night
INC03959,2022-02-10,10:54,L100,D003,IT006,RO001,36,Yes,2,Foggy,4,Morning
INC03960,2025-04-10,11:52,L048,D001,IT008,RO002,55,No,17,Foggy,0,Morning
INC03961,2022-08-04,03:03,L041,D003,IT003,RO002,48,No,11,Foggy,2,Night
INC03962,2023-08-17,21:47,L044,D001,IT001,RO001,40,Yes,12,Foggy,1,Night
INC03963,2022-12-07,12:43,L008,D002,IT002,RO003,54,Yes,24,Rainy,5,Afternoon
INC03964,2022-02-20,06:37,L018,D001,IT006,RO002,18,Yes,16,Rainy,5,Morning
INC03965,2024-05-03,00:53,L001,D003,IT003,RO002,45,No,13,Sunny,1,Night
INC03966,2024-11-29,04:59,L045,D003,IT008,RO001,44,No,5,Foggy,3,Night
INC03967,2024-07-23,14:38,L026,D001,IT008,RO001,41,No,9,Cloudy,4,Afternoon
INC03968,2025-03-03,13:09,L035,D003,IT007,RO003,42,Yes,23,Cloudy,5,Afternoon
INC03969,2024-06-28,02:42,L040,D001,IT004,RO002,23,Yes,22,Rainy,0,Night
INC03970,2022-09-24,17:38,L013,D003,IT008,RO001,44,Yes,13,Foggy,4,Evening
INC03971,2025-08-30,05:18,L030,D002,IT004,RO001,30,Yes,15,Cloudy,0,Night
INC03972,2022-10-21,06:39,L082,D002,IT001,RO001,55,No,6,Rainy,3,Morning
INC03973,2022-02-16,12:52,L086,D002,IT007,RO001,19,No,6,Cloudy,5,Afternoon
INC03974,2022-01-05,12:39,L043,D001,IT006,RO001,40,Yes,8,Rainy,3,Afternoon
INC03975,2025-01-06,12:20,L064,D002,IT004,RO001,26,No,6,Cloudy,4,Afternoon
INC03976,2023-12-05,07:30,L077,D003,IT001,RO002,21,Yes,11,Rainy,4,Morning
INC03977,2025-02-12,10:18,L048,D001,IT005,RO002,52,No,17,Cloudy,0,Morning
INC03978,2022-08-27,18:40,L004,D002,IT006,RO001,51,Yes,16,Rainy,2,Evening
INC03979,2023-09-29,04:33,L081,D003,IT006,RO001,18,Yes,9,Foggy,2,Night
INC03980,2022-09-28,11:21,L074,D002,IT008,RO002,19,No,13,Foggy,4,Morning
INC03981,2024-03-23,00:43,L045,D003,IT007,RO001,29,Yes,8,Cloudy,1,Night
INC03982,2022-09-08,07:56,L073,D003,IT007,RO001,22,No,5,Sunny,4,Morning
INC03983,2023-10-30,17:25,L011,D002,IT003,RO002,44,Yes,12,Foggy,1,Evening
INC03984,2024-11-29,15:12,L049,D002,IT002,RO001,22,Yes,7,Rainy,4,Afternoon
INC03985,2024-01-12,13:11,L072,D003,IT002,RO002,54,No,12,Rainy,2,Afternoon
INC03986,2022-08-24,13:00,L024,D002,IT002,RO001,33,Yes,13,Foggy,0,Afternoon
INC03987,2022-02-09,10:05,L003,D002,IT007,RO003,20,Yes,24,Rainy,2,Morning
INC03988,2025-11-03,02:09,L063,D003,IT003,RO001,19,Yes,15,Sunny,0,Night
INC03989,2024-09-28,11:19,L026,D002,IT004,RO001,41,No,10,Foggy,2,Morning
INC03990,2024-12-21,15:39,L091,D003,IT005,RO001,26,Yes,2,Rainy,3,Afternoon
INC03991,2024-04-30,04:55,L097,D001,IT002,RO001,47,Yes,2,Sunny,2,Night
INC03992,2022-12-17,12:43,L093,D003,IT008,RO001,54,No,6,Rainy,1,Afternoon
INC03993,2022-04-15,07:55,L017,D003,IT001,RO003,43,Yes,25,Rainy,5,Morning
INC03994,2025-01-16,06:12,L005,D002,IT001,RO002,18,Yes,19,Cloudy,1,Morning
INC03995,2025-11-11,17:13,L015,D003,IT002,RO001,43,No,8,Foggy,0,Evening
INC03996,2022-06-30,08:21,L012,D002,IT008,RO001,46,Yes,15,Foggy,3,Morning
INC03997,2022-06-04,08:47,L042,D003,IT004,RO001,60,No,13,Foggy,0,Morning
INC03998,2022-07-15,11:02,L031,D001,IT005,RO003,24,No,23,Cloudy,0,Morning
INC03999,2025-06-18,04:22,L068,D003,IT002,RO001,22,No,5,Sunny,4,Night
INC04000,2022-11-13,17:46,L044,D002,IT008,RO001,40,Yes,8,Cloudy,5,Evening
INC04001,2022-11-02,18:28,L016,D003,IT006,RO002,18,Yes,14,Rainy,4,Evening
INC04002,2022-11-27,18:58,L097,D002,IT006,RO001,24,Yes,7,Rainy,0,Evening
INC04003,2022-06-08,13:53,L079,D001,IT002,RO002,31,No,15,Sunny,2,Afternoon
INC04004,2025-05-16,05:01,L001,D002,IT007,RO003,47,No,22,Sunny,2,Night
INC04005,2023-01-11,09:35,L006,D002,IT007,RO002,47,Yes,21,Foggy,1,Morning
INC04006,2023-12-10,19:05,L094,D001,IT008,RO001,51,Yes,3,Cloudy,2,Evening
INC04007,2025-08-30,18:50,L033,D001,IT001,RO002,48,No,15,Foggy,3,Evening
INC04008,2022-12-18,08:19,L053,D002,IT001,RO001,30,Yes,8,Rainy,2,Morning
INC04009,2025-06-29,14:33,L039,D003,IT004,RO002,49,Yes,20,Foggy,0,Afternoon
INC04010,2023-11-23,12:48,L044,D003,IT005,RO001,37,Yes,13,Cloudy,4,Afternoon
INC04011,2025-03-16,01:48,L091,D002,IT008,RO001,32,No,10,Sunny,5,Night
INC04012,2023-08-31,04:18,L078,D001,IT008,RO001,48,No,5,Sunny,5,Night
INC04013,2022-04-13,18:18,L022,D001,IT001,RO003,18,Yes,21,Foggy,1,Evening
INC04014,2024-09-05,13:08,L093,D002,IT002,RO001,36,No,8,Foggy,5,Afternoon
INC04015,2025-11-22,04:08,L093,D002,IT006,RO001,41,Yes,4,Sunny,1,Night
INC04016,2024-04-24,19:14,L030,D002,IT005,RO001,21,Yes,16,Sunny,5,Evening
INC04017,2023-11-12,04:29,L010,D002,IT007,RO002,33,Yes,11,Cloudy,1,Night
INC04018,2024-03-22,09:58,L010,D001,IT002,RO002,22,Yes,18,Sunny,0,Morning
INC04019,2025-07-22,02:33,L026,D001,IT001,RO001,35,Yes,15,Rainy,4,Night
INC04020,2024-12-16,23:17,L091,D002,IT001,RO001,46,No,4,Cloudy,4,Night
INC04021,2025-01-08,20:15,L009,D001,IT003,RO003,59,No,21,Foggy,3,Evening
INC04022,2022-06-18,11:15,L008,D002,IT002,RO001,56,Yes,13,Foggy,1,Morning
INC04023,2023-09-09,14:46,L033,D001,IT007,RO001,33,No,18,Sunny,5,Afternoon
INC04024,2023-02-20,04:38,L097,D003,IT003,RO001,54,Yes,2,Sunny,3,Night
INC04025,2023-09-08,14:26,L037,D003,IT001,RO002,22,No,17,Cloudy,3,Afternoon
INC04026,2024-10-27,15:15,L006,D001,IT008,RO001,38,No,16,Rainy,1,Afternoon
INC04027,2025-08-06,07:07,L059,D002,IT003,RO001,43,No,14,Sunny,5,Morning
INC04028,2024-06-05,14:23,L027,D001,IT006,RO001,35,Yes,15,Rainy,1,Afternoon
INC04029,2025-11-01,18:25,L048,D002,IT006,RO001,55,Yes,10,Cloudy,5,Evening
INC04030,2025-10-07,18:55,L071,D001,IT001,RO002,29,No,16,Cloudy,4,Evening
INC04031,2024-08-18,17:44,L037,D001,IT007,RO002,32,No,22,Cloudy,4,Evening
INC04032,2022-07-21,07:15,L019,D001,IT003,RO002,19,No,15,Rainy,1,Morning
INC04033,2025-07-12,21:13,L067,D003,IT004,RO001,21,Yes,8,Foggy,2,Night
INC04034,2022-07-27,05:09,L003,D001,IT005,RO001,36,No,16,Rainy,1,Night
INC04035,2024-07-28,05:03,L002,D003,IT005,RO001,33,Yes,19,Rainy,0,Night
INC04036,2024-03-29,01:08,L058,D003,IT001,RO001,33,No,10,Sunny,0,Night
INC04037,2024-09-25,22:05,L026,D001,IT001,RO002,41,No,18,Sunny,4,Night
INC04038,2023-07-01,20:44,L013,D003,IT005,RO001,21,No,12,Rainy,2,Evening
INC04039,2024-03-16,09:04,L095,D003,IT003,RO001,23,Yes,7,Rainy,0,Morning
INC04040,2022-09-27,10:14,L071,D002,IT004,RO001,50,Yes,12,Sunny,1,Morning
INC04041,2023-12-09,00:22,L017,D001,IT006,RO002,32,Yes,17,Sunny,4,Night
INC04042,2025-12-31,15:07,L081,D002,IT007,RO001,39,No,7,Rainy,3,Afternoon
INC04043,2022-09-06,12:27,L016,D002,IT003,RO002,32,Yes,24,Rainy,3,Afternoon
INC04044,2023-05-19,00:53,L068,D003,IT006,RO001,45,Yes,11,Sunny,5,Night
INC04045,2025-10-03,17:42,L090,D001,IT002,RO001,41,No,8,Cloudy,2,Evening
INC04046,2022-09-27,00:55,L006,D003,IT006,RO001,18,Yes,10,Rainy,0,Night
INC04047,2023-08-16,04:03,L090,D002,IT002,RO001,38,No,8,Rainy,5,Night
INC04048,2025-08-28,13:38,L020,D002,IT007,RO001,46,No,10,Rainy,1,Afternoon
INC04049,2025-11-05,06:44,L040,D003,IT008,RO002,45,Yes,24,Sunny,0,Morning
INC04050,2022-04-01,02:58,L003,D001,IT006,RO002,36,Yes,21,Sunny,5,Night
INC04051,2023-03-20,19:09,L047,D001,IT005,RO001,49,Yes,13,Sunny,2,Evening
INC04052,2024-03-11,21:07,L031,D001,IT001,RO002,42,No,25,Foggy,4,Night
INC04053,2024-08-26,22:34,L092,D001,IT004,RO001,40,Yes,10,Rainy,3,Night
INC04054,2025-05-05,01:22,L064,D002,IT008,RO002,58,Yes,15,Rainy,3,Night
INC04055,2025-02-14,17:48,L002,D003,IT002,RO001,28,Yes,13,Sunny,3,Evening
INC04056,2022-11-16,22:31,L095,D002,IT008,RO001,28,Yes,10,Sunny,5,Night
INC04057,2025-10-01,09:28,L060,D001,IT007,RO001,27,Yes,12,Rainy,3,Morning
INC04058,2023-08-03,00:29,L045,D003,IT002,RO001,51,Yes,16,Cloudy,0,Night
INC04059,2024-03-30,19:28,L042,D001,IT001,RO002,51,No,14,Sunny,5,Evening
INC04060,2023-06-07,11:18,L079,D003,IT006,RO002,56,Yes,11,Sunny,2,Morning
INC04061,2024-03-04,15:16,L008,D003,IT007,RO003,54,Yes,21,Foggy,3,Afternoon
INC04062,2024-02-03,02:55,L077,D002,IT002,RO001,53,Yes,12,Sunny,3,Night
INC04063,2023-09-16,11:27,L073,D003,IT002,RO002,20,Yes,14,Foggy,1,Morning
INC04064,2023-09-14,07:59,L092,D002,IT004,RO001,23,Yes,9,Cloudy,4,Morning
INC04065,2022-10-28,00:46,L040,D002,IT005,RO002,20,Yes,19,Foggy,2,Night
INC04066,2023-03-15,07:49,L026,D002,IT001,RO002,48,No,23,Sunny,5,Morning
INC04067,2023-02-14,03:24,L057,D003,IT008,RO001,49,No,6,Cloudy,3,Night
INC04068,2022-08-09,11:18,L022,D001,IT004,RO001,53,No,12,Sunny,1,Morning
INC04069,2023-06-22,21:03,L088,D002,IT003,RO001,26,No,6,Rainy,2,Night
INC04070,2022-02-18,21:03,L050,D002,IT008,RO001,39,No,14,Sunny,5,Night
INC04071,2025-02-28,18:58,L066,D002,IT008,RO002,53,Yes,14,Foggy,5,Evening
INC04072,2024-07-27,07:33,L057,D001,IT008,RO001,50,No,7,Rainy,3,Morning
INC04073,2022-07-19,12:13,L008,D002,IT004,RO001,18,Yes,17,Cloudy,5,Afternoon
INC04074,2022-05-02,00:01,L047,D003,IT006,RO001,55,Yes,8,Rainy,1,Night
INC04075,2025-06-13,09:39,L015,D001,IT007,RO003,32,Yes,23,Sunny,3,Morning
INC04076,2025-03-09,18:41,L099,D001,IT001,RO001,44,Yes,6,Foggy,3,Evening
INC04077,2022-11-09,16:39,L068,D002,IT007,RO001,49,Yes,10,Sunny,4,Afternoon
INC04078,2025-05-25,12:10,L087,D002,IT003,RO001,27,No,4,Foggy,2,Afternoon
INC04079,2025-07-18,12:03,L019,D003,IT007,RO001,18,Yes,12,Sunny,1,Afternoon
INC04080,2023-04-05,09:02,L097,D002,IT006,RO001,41,Yes,9,Foggy,0,Morning
INC04081,2023-01-13,11:05,L012,D002,IT004,RO002,60,No,24,Rainy,0,Morning
INC04082,2024-11-23,20:10,L019,D001,IT006,RO001,50,Yes,8,Rainy,0,Evening
INC04083,2024-04-25,12:27,L014,D001,IT008,RO001,20,Yes,13,Cloudy,3,Afternoon
INC04084,2024-12-15,17:18,L066,D001,IT006,RO001,35,Yes,14,Foggy,1,Evening
INC04085,2024-05-02,02:20,L043,D001,IT005,RO002,26,No,11,Rainy,2,Night
INC04086,2023-09-13,04:00,L086,D003,IT002,RO001,27,Yes,6,Cloudy,2,Night
INC04087,2025-01-04,17:53,L033,D002,IT001,RO001,43,Yes,10,Cloudy,3,Evening
INC04088,2023-04-26,14:04,L003,D001,IT002,RO001,37,Yes,15,Sunny,4,Afternoon
INC04089,2022-03-06,22:09,L018,D003,IT001,RO002,42,Yes,11,Sunny,4,Night
INC04090,2023-05-25,21:36,L092,D003,IT008,RO001,44,Yes,8,Sunny,0,Night
INC04091,2023-06-25,14:59,L018,D002,IT007,RO001,23,Yes,11,Rainy,3,Afternoon
INC04092,2025-09-09,21:38,L095,D003,IT006,RO001,27,Yes,9,Foggy,4,Night
INC04093,2025-02-04,21:49,L061,D001,IT007,RO001,31,No,6,Sunny,1,Night
INC04094,2023-06-21,02:17,L051,D001,IT001,RO001,23,Yes,6,Sunny,0,Night
INC04095,2025-02-25,20:06,L058,D001,IT004,RO001,37,Yes,10,Sunny,5,Evening
INC04096,2025-12-12,07:10,L075,D002,IT007,RO001,38,Yes,12,Rainy,2,Morning
INC04097,2024-07-11,01:32,L085,D002,IT003,RO001,41,No,2,Rainy,0,Night
INC04098,2024-03-02,14:06,L011,D003,IT003,RO002,36,No,24,Sunny,0,Afternoon
INC04099,2023-02-10,03:16,L096,D001,IT006,RO001,40,Yes,8,Rainy,2,Night
INC04100,2024-08-28,04:48,L049,D001,IT008,RO001,27,No,10,Foggy,4,Night
INC04101,2023-07-05,01:29,L059,D002,IT001,RO001,35,Yes,8,Foggy,2,Night
INC04102,2023-06-13,19:40,L037,D003,IT008,RO001,55,No,8,Cloudy,1,Evening
INC04103,2025-05-31,03:45,L039,D001,IT005,RO001,32,No,17,Cloudy,5,Night
INC04104,2024-04-08,09:04,L062,D001,IT008,RO001,18,No,5,Cloudy,1,Morning
INC04105,2024-05-23,14:22,L030,D001,IT001,RO002,32,No,25,Rainy,3,Afternoon
INC04106,2024-03-23,07:05,L024,D002,IT007,RO001,20,Yes,8,Foggy,5,Morning
INC04107,2023-11-12,09:26,L069,D001,IT007,RO001,24,Yes,10,Cloudy,3,Morning
INC04108,2022-03-18,12:59,L080,D003,IT006,RO001,36,Yes,9,Foggy,2,Afternoon
INC04109,2024-12-03,12:29,L031,D001,IT002,RO003,56,Yes,25,Rainy,4,Afternoon
INC04110,2023-06-01,16:04,L095,D002,IT002,RO001,47,Yes,5,Foggy,0,Afternoon
INC04111,2022-02-21,01:58,L086,D002,IT001,RO001,47,No,2,Sunny,3,Night
INC04112,2024-09-22,07:41,L005,D003,IT007,RO001,48,No,17,Cloudy,0,Morning
INC04113,2024-06-28,16:06,L039,D001,IT008,RO002,25,Yes,22,Foggy,0,Afternoon
INC04114,2022-03-16,08:39,L039,D003,IT005,RO001,19,Yes,10,Rainy,2,Morning
INC04115,2023-08-25,02:51,L075,D002,IT004,RO002,40,No,18,Foggy,2,Night
INC04116,2023-04-11,07:14,L021,D001,IT006,RO002,60,Yes,17,Rainy,2,Morning
INC04117,2022-11-28,07:36,L008,D002,IT004,RO001,24,No,8,Cloudy,5,Morning
INC04118,2023-04-25,11:15,L076,D003,IT002,RO001,18,No,17,Rainy,4,Morning
INC04119,2025-11-23,18:37,L039,D001,IT006,RO002,29,Yes,20,Cloudy,5,Evening
INC04120,2024-03-01,22:07,L043,D002,IT008,RO002,57,No,15,Cloudy,0,Night
INC04121,2024-07-19,06:36,L026,D002,IT002,RO002,37,No,12,Foggy,5,Morning
INC04122,2022-11-08,06:50,L011,D002,IT004,RO003,53,No,24,Rainy,5,Morning
INC04123,2023-05-14,19:09,L016,D001,IT007,RO003,48,No,25,Sunny,2,Evening
INC04124,2025-12-07,02:59,L079,D001,IT004,RO001,33,No,14,Sunny,3,Night
INC04125,2025-06-01,12:28,L062,D002,IT007,RO001,20,No,5,Rainy,2,Afternoon
INC04126,2025-02-19,20:06,L041,D001,IT001,RO002,48,No,18,Foggy,4,Evening
INC04127,2022-09-14,03:56,L084,D003,IT002,RO001,25,Yes,7,Sunny,3,Night
INC04128,2025-11-29,18:35,L048,D002,IT003,RO001,57,Yes,10,Rainy,3,Evening
INC04129,2023-09-12,12:13,L002,D003,IT003,RO001,55,No,8,Sunny,2,Afternoon
INC04130,2025-09-19,20:41,L049,D003,IT004,RO001,38,No,12,Cloudy,4,Evening
INC04131,2023-05-02,08:42,L097,D001,IT006,RO001,26,Yes,3,Foggy,3,Morning
INC04132,2025-04-09,04:23,L067,D001,IT003,RO001,38,Yes,14,Rainy,0,Night
INC04133,2025-06-26,05:24,L038,D001,IT004,RO001,21,Yes,9,Sunny,0,Night
INC04134,2025-09-28,23:03,L024,D001,IT007,RO002,23,No,21,Foggy,0,Night
INC04135,2025-04-13,14:12,L011,D001,IT003,RO001,53,No,16,Cloudy,0,Afternoon
INC04136,2023-04-19,00:03,L099,D001,IT002,RO001,53,No,5,Rainy,5,Night
INC04137,2024-02-08,18:39,L043,D002,IT002,RO002,21,No,15,Foggy,1,Evening
INC04138,2023-02-07,21:59,L040,D003,IT002,RO002,31,Yes,16,Sunny,3,Night
INC04139,2025-10-16,14:40,L026,D001,IT006,RO003,33,Yes,21,Rainy,5,Afternoon
INC04140,2024-05-08,02:38,L056,D003,IT004,RO001,26,Yes,6,Cloudy,1,Night
INC04141,2022-02-12,13:13,L012,D001,IT001,RO002,23,Yes,20,Sunny,3,Afternoon
INC04142,2024-02-27,02:40,L071,D002,IT006,RO001,58,Yes,16,Sunny,1,Night
INC04143,2023-01-24,13:16,L042,D003,IT003,RO001,25,No,14,Foggy,4,Afternoon
INC04144,2023-01-23,10:58,L099,D002,IT002,RO001,58,No,3,Foggy,3,Morning
INC04145,2024-06-08,08:00,L021,D002,IT008,RO001,33,Yes,15,Cloudy,5,Morning
INC04146,2023-01-03,10:08,L025,D002,IT002,RO002,52,Yes,20,Sunny,1,Morning
INC04147,2024-02-19,19:15,L093,D003,IT003,RO001,47,No,7,Cloudy,1,Evening
INC04148,2023-10-04,05:58,L031,D002,IT007,RO002,57,No,16,Rainy,5,Night
INC04149,2024-12-01,08:48,L089,D002,IT004,RO001,33,No,10,Foggy,4,Morning
INC04150,2022-08-20,03:04,L048,D001,IT002,RO001,37,No,8,Cloudy,0,Night
INC04151,2024-05-22,08:01,L096,D003,IT008,RO001,56,Yes,7,Foggy,3,Morning
INC04152,2022-06-24,10:20,L091,D002,IT004,RO001,40,Yes,8,Cloudy,3,Morning
INC04153,2024-12-22,15:59,L018,D002,IT002,RO001,57,Yes,19,Cloudy,0,Afternoon
INC04154,2025-12-31,23:17,L032,D003,IT003,RO002,42,Yes,22,Sunny,3,Night
INC04155,2023-01-01,23:25,L038,D001,IT006,RO001,43,Yes,14,Cloudy,2,Night
INC04156,2024-11-07,09:04,L090,D001,IT003,RO001,52,Yes,4,Rainy,2,Morning
INC04157,2025-09-09,19:37,L058,D002,IT002,RO001,54,No,12,Foggy,4,Evening
INC04158,2023-02-05,19:53,L020,D003,IT007,RO002,40,No,18,Sunny,4,Evening
INC04159,2025-08-10,04:16,L080,D001,IT008,RO001,46,No,15,Sunny,0,Night
INC04160,2024-09-08,21:13,L081,D001,IT003,RO001,43,No,2,Cloudy,5,Night
INC04161,2024-12-16,13:09,L087,D002,IT005,RO001,40,No,9,Foggy,0,Afternoon
INC04162,2022-07-31,05:23,L062,D002,IT007,RO001,53,No,16,Cloudy,1,Night
INC04163,2022-03-04,00:34,L026,D003,IT003,RO001,20,No,20,Sunny,5,Night
INC04164,2024-11-06,22:09,L028,D001,IT007,RO001,54,Yes,16,Foggy,1,Night
INC04165,2022-12-17,03:02,L091,D003,IT002,RO001,48,No,10,Cloudy,0,Night
INC04166,2022-12-18,20:28,L026,D001,IT001,RO002,32,No,19,Rainy,1,Evening
INC04167,2023-01-12,00:30,L085,D003,IT001,RO001,26,Yes,9,Sunny,4,Night
INC04168,2023-08-28,04:34,L081,D001,IT006,RO001,48,Yes,3,Foggy,5,Night
INC04169,2022-11-25,15:39,L088,D001,IT004,RO001,45,Yes,8,Rainy,0,Afternoon
INC04170,2022-11-18,19:46,L078,D003,IT007,RO001,38,No,10,Sunny,5,Evening
INC04171,2025-12-23,00:01,L010,D003,IT002,RO001,41,No,9,Sunny,4,Night
INC04172,2023-09-14,22:34,L047,D001,IT001,RO001,34,No,7,Foggy,1,Night
INC04173,2023-03-02,22:03,L038,D002,IT008,RO002,18,Yes,21,Foggy,1,Night
INC04174,2022-09-22,07:20,L079,D001,IT004,RO001,20,Yes,16,Sunny,5,Morning
INC04175,2023-01-25,21:17,L023,D002,IT008,RO002,27,No,14,Rainy,1,Night
INC04176,2025-03-22,03:27,L050,D002,IT005,RO001,54,Yes,18,Sunny,3,Night
INC04177,2025-12-23,12:14,L042,D001,IT005,RO002,25,No,18,Foggy,4,Afternoon
INC04178,2024-08-23,23:43,L013,D002,IT008,RO001,37,Yes,15,Sunny,2,Night
INC04179,2024-02-05,08:58,L096,D001,IT001,RO001,34,Yes,2,Foggy,0,Morning
INC04180,2024-06-11,12:16,L025,D002,IT002,RO001,55,No,8,Rainy,2,Afternoon
INC04181,2023-11-10,17:01,L072,D003,IT004,RO001,24,No,16,Foggy,3,Evening
INC04182,2023-09-06,04:37,L083,D001,IT006,RO001,44,Yes,4,Sunny,4,Night
INC04183,2022-09-23,09:06,L081,D001,IT008,RO001,25,No,2,Rainy,0,Morning
INC04184,2025-09-01,19:51,L088,D003,IT005,RO001,44,No,3,Cloudy,0,Evening
INC04185,2023-11-07,05:45,L005,D002,IT004,RO001,39,No,13,Cloudy,1,Night
INC04186,2025-09-15,17:59,L082,D001,IT003,RO001,21,No,10,Cloudy,3,Evening
INC04187,2025-08-19,14:40,L066,D002,IT001,RO001,37,Yes,9,Sunny,5,Afternoon
INC04188,2025-12-31,09:31,L004,D002,IT005,RO001,43,Yes,18,Rainy,0,Morning
INC04189,2022-08-07,02:07,L029,D002,IT002,RO002,39,No,18,Foggy,1,Night
INC04190,2024-08-06,14:45,L035,D001,IT004,RO001,52,Yes,20,Cloudy,0,Afternoon
INC04191,2024-06-30,08:34,L022,D001,IT003,RO001,55,Yes,15,Rainy,2,Morning
INC04192,2024-12-28,16:00,L075,D001,IT002,RO002,55,No,18,Sunny,2,Afternoon
INC04193,2022-09-26,05:38,L003,D001,IT006,RO002,32,Yes,18,Rainy,4,Night
INC04194,2023-01-06,01:20,L005,D001,IT003,RO003,40,No,22,Foggy,3,Night
INC04195,2025-05-12,19:54,L086,D001,IT005,RO001,23,Yes,5,Foggy,4,Evening
INC04196,2025-01-27,07:01,L068,D001,IT006,RO002,37,Yes,12,Cloudy,3,Morning
INC04197,2023-05-28,10:49,L086,D002,IT006,RO001,24,Yes,8,Sunny,4,Morning
INC04198,2025-03-13,11:33,L054,D003,IT008,RO001,54,No,5,Sunny,2,Morning
INC04199,2025-09-12,05:11,L004,D001,IT003,RO002,25,Yes,14,Foggy,0,Night
INC04200,2022-01-16,16:12,L084,D003,IT008,RO001,35,No,8,Sunny,1,Afternoon
INC04201,2025-10-07,16:40,L088,D001,IT001,RO001,54,No,5,Sunny,5,Afternoon
INC04202,2024-10-12,08:24,L076,D003,IT005,RO001,24,Yes,16,Foggy,4,Morning
INC04203,2025-05-02,04:29,L083,D002,IT001,RO001,24,Yes,7,Foggy,0,Night
INC04204,2023-03-28,06:33,L094,D003,IT007,RO001,49,No,4,Rainy,5,Morning
INC04205,2025-08-09,17:55,L040,D001,IT008,RO002,57,No,24,Rainy,1,Evening
INC04206,2025-03-24,14:25,L029,D003,IT007,RO001,33,Yes,8,Sunny,3,Afternoon
INC04207,2023-05-01,15:37,L065,D002,IT008,RO002,36,No,17,Rainy,3,Afternoon
INC04208,2025-11-01,20:42,L074,D001,IT004,RO001,34,No,9,Sunny,0,Evening
INC04209,2024-07-14,12:37,L071,D002,IT001,RO001,28,No,7,Foggy,5,Afternoon
INC04210,2023-12-05,09:41,L007,D002,IT007,RO003,32,No,22,Sunny,5,Morning
INC04211,2024-03-11,00:59,L025,D002,IT004,RO001,34,Yes,18,Rainy,5,Night
INC04212,2025-07-28,22:55,L036,D003,IT001,RO003,54,No,22,Rainy,4,Night
INC04213,2023-10-06,14:32,L047,D001,IT006,RO002,32,Yes,12,Foggy,5,Afternoon
INC04214,2025-02-04,02:24,L072,D001,IT007,RO001,48,No,18,Rainy,5,Night
INC04215,2022-03-21,15:53,L085,D002,IT004,RO001,31,Yes,9,Sunny,5,Afternoon
INC04216,2024-08-12,14:24,L097,D003,IT006,RO001,24,Yes,5,Rainy,5,Afternoon
INC04217,2022-02-22,20:40,L058,D001,IT001,RO001,18,Yes,13,Foggy,4,Evening
INC04218,2022-11-17,04:12,L084,D001,IT005,RO001,30,No,6,Sunny,1,Night
INC04219,2023-01-23,13:37,L092,D002,IT005,RO001,55,No,4,Rainy,5,Afternoon
INC04220,2022-03-30,23:11,L001,D001,IT007,RO002,32,Yes,12,Rainy,1,Night
INC04221,2022-11-21,14:15,L063,D001,IT003,RO001,38,No,17,Rainy,4,Afternoon
INC04222,2024-07-11,04:16,L092,D003,IT003,RO001,56,Yes,5,Cloudy,1,Night
INC04223,2023-05-19,08:30,L089,D003,IT004,RO001,49,Yes,6,Foggy,4,Morning
INC04224,2023-11-07,01:37,L071,D001,IT005,RO001,33,No,10,Rainy,2,Night
INC04225,2025-11-24,14:02,L035,D003,IT005,RO001,27,Yes,9,Foggy,0,Afternoon
INC04226,2024-08-21,08:04,L037,D002,IT001,RO002,30,Yes,17,Rainy,4,Morning
INC04227,2023-07-16,15:51,L074,D002,IT002,RO001,43,Yes,7,Sunny,4,Afternoon
INC04228,2025-02-28,07:59,L006,D001,IT004,RO002,60,Yes,12,Sunny,3,Morning
INC04229,2023-10-28,00:28,L097,D001,IT006,RO001,43,Yes,4,Cloudy,1,Night
INC04230,2025-01-13,20:15,L057,D002,IT001,RO001,59,No,5,Rainy,3,Evening
INC04231,2023-08-30,09:26,L068,D002,IT006,RO001,53,Yes,8,Sunny,2,Morning
INC04232,2024-01-30,11:20,L001,D002,IT007,RO001,39,No,9,Cloudy,3,Morning
INC04233,2023-03-11,22:21,L019,D003,IT004,RO003,45,Yes,23,Foggy,4,Night
INC04234,2025-05-25,21:19,L023,D001,IT003,RO002,31,Yes,12,Foggy,1,Night
INC04235,2025-03-26,23:38,L022,D001,IT006,RO002,21,Yes,21,Sunny,4,Night
INC04236,2022-12-31,22:47,L099,D001,IT008,RO001,33,No,8,Cloudy,3,Night
INC04237,2025-02-26,00:11,L061,D002,IT003,RO001,29,Yes,5,Foggy,2,Night
